tracking_id	locus	3_Leukemic_FPKM	5_Leukemic_FPKM	6_Leukemic_FPKM	7_Leukemic_FPKM	9_pre-leukemic_FPKM	8_pre-leukemic_FPKM	10_pre-leukemic_FPKM	11_pre-leukemic_FPKM
Piwil4	chr9:14702357-14740733	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0301019
Pja1	chrX:99465733-99470735	10.917	15.3994	16.2473	15.8273	14.9896	12.1561	13.3841	14.233
Pja2	chr17:64281005-64331883	18.4816	20.2445	16.6115	17.1954	13.9326	16.3048	16.8612	16.5921
Pkd1	chr17:24549949-24632627	6.48081	4.70093	9.93959	3.01481	6.82978	6.57228	6.51164	6.98866
Pkd1l2	chr8:116995678-117082449	0.01	0.01	0.01	0.027129	0.0190777	0.01	0.01	0.0101955
Pkd1l3	chr8:109614516-109693294	1.32797	1.68851	2.76651	2.17078	4.72181	2.93405	2.70141	2.38777
Pkd2	chr5:104459456-104505819	0.0913667	0.901398	0.111213	2.80008	0.451339	0.69035	0.330571	0.614128
Pkd2l1	chr19:44147636-44192442	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pkd2l2	chr18:34409422-34506823	0.20208	0.456483	0.415478	0.215472	0.0910092	0.0600115	0.0319794	0.01
Pkdcc	chr17:83215282-83225069	93.4922	0.800933	3.78532	1.55552	0.273752	0.210598	0.12826	0.292958
Pkdrej	chr15:85814675-85821733	0.01	0.018826	0.01	0.01	0.01	0.01	0.01	0.01
Pkhd1	chr1:20057778-20618057	0.01	0.01	0.01	0.01	0.0107705	0.01	0.01	0.01
Pkhd1l1	chr15:44457552-44597135	1.24335	2.98682	2.91168	0.01	0.0163993	0.573655	0.0172069	0.0292068
Pkia	chr3:7366603-7445365	0.0375388	1.57493	0.0533272	0.0279824	0.196878	0.681833	0.704228	0.189501
Pkib	chr10:57631980-57741112	0.801957	0.556241	1.19407	2.76203	0.515402	0.523191	0.638777	0.59539
Pkig	chr2:163658385-163726158	138.975	197.367	114.654	195.424	156.141	146.994	162.557	175.051
Pklr	chr3:89136141-89146594	7.09113	16.4031	11.8109	0.0395712	0.417862	5.84482	0.307082	0.0894177
Pkm	chr9:59656367-59679375	542.545	482.948	441.001	777.04	301.394	307.646	367.676	312.913
Pkmyt1	chr17:23726335-23740330	36.5007	24.1463	25.6003	16.0953	9.05988	14.5997	14.876	8.94103
Pkn1	chr8:83666639-83699179	36.5949	50.6582	59.2742	39.5015	69.6944	59.0748	62.2665	71.2306
Pkn2	chr3:142790901-142882004	18.978	21.3193	17.3149	13.4023	17.3337	19.8111	15.7024	17.48
Pkn3	chr2:30078765-30093635	3.08437	0.661252	1.40438	0.356696	0.853502	0.993373	0.740227	0.483404
Pknox1	chr17:31564772-31607693	20.3019	19.0202	18.7995	17.2289	18.1327	20.1319	19.4464	20.1438
Pknox2	chr9:36890978-37147322	0.0402649	0.0397541	0.0572075	0.01	0.0422455	0.0208968	0.0222248	0.01
Pkp1	chr1:135871394-135919024	0.01	0.0150562	0.01	0.01	0.01	0.01	0.01	0.01
Pkp2	chr16:16213344-16272712	0.0727914	0.2876	0.206884	0.01	0.0764287	0.0504064	0.0268316	0.218045
Pkp3	chr7:141078228-141090510	0.643229	6.08509	2.50795	4.76161	4.72805	1.56766	5.00742	6.58709
Pkp4	chr2:59160849-59355205	3.55381	5.64719	1.0485	0.405129	4.14687	4.7785	4.54568	4.56689
Pla1a	chr16:38396116-38433145	0.257096	0.181632	0.01	0.01	0.03865	0.0764345	0.01	0.0413817
Pla2g10	chr16:13715056-13739471	0.01	0.01	0.0503313	0.01	0.01	0.01	0.01	0.01
Pla2g10os	chr16:13715056-13739471	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g12a	chr3:129878605-129895825	33.2619	36.9886	16.8045	53.5795	37.5488	32.6284	28.5496	35.2743
Pla2g12b	chr10:59403684-59421976	0.01	0.01	0.0710378	0.01	0.01	0.01	0.01	0.01
Pla2g15	chr8:106150398-106164715	5.8606	10.7307	12.8579	8.20129	10.7515	9.44478	11.7598	14.0796
Pla2g16	chr19:7557458-7588545	2.6547	18.0551	5.68046	6.77298	2.70253	3.71508	3.86397	4.6777
Pla2g1b	chr5:115466265-115474717	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g2a	chr4:138799246-138863469	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g2c	chr4:138709836-138744575	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g2d	chr4:138775734-138782143	4.64449	3.12327	6.52829	3.86886	0.199307	0.164262	0.140145	0.248879
Pla2g2e	chr4:138877941-138882814	0.01	0.0985958	0.0942469	0.01	0.01	0.01	0.01	0.01
Pla2g2f	chr4:138750532-138757598	0.01	1.55637	0.0276376	0.783664	1.04204	0.363767	0.420032	0.393586
Pla2g3	chr11:3488226-3494166	0.0808059	0.106452	0.0510444	0.0803972	0.0282948	0.111955	0.119264	0.01
Pla2g4a	chr1:149829618-149961290	6.76265	6.51002	4.96246	5.90703	4.77703	6.30954	5.79302	4.88978
Pla2g4b	chr2:120027482-120043032	0.01	0.01	0.01	0.790392	0.885249	1.35062	0.382823	0.0482267
Pla2g4c	chr7:13325666-13360668	1.63852	2.70982	2.36671	0.951498	0.561521	0.871789	0.613694	0.252845
Pla2g4d	chr2:120265868-120289069	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g4e	chr2:120166411-120245335	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pla2g4f	chr2:120299956-120314165	0.01	0.132312	0.16922	0.033306	0.01	0.01	0.01	0.0250717
Pla2g5	chr4:138799246-138863469	0.146826	0.217832	0.139207	0.100748	0.0386235	0.01	0.0407799	0.01
Pla2g6	chr15:79286227-79328371	2.03718	3.79378	3.83604	2.13732	5.04997	4.19911	3.49085	3.75922
Pla2g7	chr17:43568450-43612201	70.763	144.769	108.622	178.078	104.468	94.8338	151.452	108.479
Pla2r1	chr2:60417542-60553308	0.01	0.0653766	0.0268912	0.01	0.0595021	0.01	0.0416564	0.0529999
Plaa	chr4:94565138-94603247	17.197	16.814	15.6596	20.5846	17.8025	17.3035	17.8693	18.5305
Plac1	chrX:53070001-53114405	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plac8	chr5:100553732-100572205	97.4829	547.993	586.468	1371.71	610.614	386.32	506.537	546.463
Plac8l1	chr18:42178674-42196709	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plac9a	chr14:25887933-25902971	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plac9b	chr14:25887933-25902971	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plag1	chr4:3901157-3938405	0.23594	0.392874	1.07508	0.285652	0.602807	0.94839	0.666178	0.694111
Plagl1	chr10:13090787-13131695	0.0129263	0.0510101	0.01	0.01	0.0677226	0.0670263	0.0284662	0.0289608
Plagl2	chr2:153227768-153241358	14.198	13.486	18.901	11.6795	17.4959	18.3977	16.6411	16.0021
Plat	chr8:22757721-22782848	0.0831633	0.0821751	0.0262681	0.0413755	0.0291244	0.0288084	0.01	0.0311654
Platr10	chr3:75647440-75655731	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr14	chr2:104559183-104571429	0.0939153	0.01	0.0893585	0.01	0.0998617	0.01	0.194929	0.107307
Platr17	chr17:33905134-33906675	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr20	chr11:51189832-51220418	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr21	chrX:139240225-139357738	0.01	0.01	0.0186918	0.01	0.01	0.01	0.01	0.01
Platr22	chr1:136696210-136725728	0.01	0.01	0.01	0.01	0.0686533	0.01	0.01	0.01
Platr26	chr2:71389259-71903858	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr4	chr3:41487680-41493199	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr5	chr1:88754889-88755733	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr7	chr10:84547416-84553338	0.0572551	0.01	0.16306	0.01	0.0604756	0.0597503	0.01	0.01
Platr8	chr2:109902395-109913319	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Platr9	chr4:34909788-34911481	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plau	chr14:20836661-20843388	7.21344	1.35376	2.22114	1.63599	0.863808	1.20241	0.877146	0.890257
Plaur	chr7:24462499-24475873	3.53043	1.77612	6.95955	0.650756	1.94952	0.50992	0.121508	0.307296
Plb1	chr5:32232707-32364356	1.82415	0.568761	0.754207	2.07936	0.246178	1.44069	0.257166	0.650748
Plbd1	chr6:136612070-136661893	5.2521	12.46	9.81987	4.77474	2.28035	2.71342	0.897765	0.993161
Plbd2	chr5:120476546-120503623	13.2239	10.0145	11.1752	10.7334	7.57214	7.57237	8.34948	8.50884
Plcb1	chr2:134786163-135475258	0.0577674	0.0759628	0.0364502	0.0143297	0.0100772	0.0294321	0.01	0.01
Plcb2	chr2:118707516-118728438	16.8105	17.0303	31.4697	14.4717	47.2686	40.5089	37.5027	44.6396
Plcb3	chr19:6953712-6969814	11.2815	4.18308	8.95806	4.32345	3.71733	4.84914	4.08645	2.81861
Plcb4	chr2:135741829-136013068	4.94097	3.32561	3.81086	0.306926	3.80849	3.88504	3.61428	3.38025
Plcd1	chr9:119071527-119093502	0.0797127	0.105011	0.12589	0.194421	0.191579	0.331342	0.0882251	0.146416
Plcd3	chr11:103070295-103101658	0.576715	0.0911326	0.109266	0.0344109	0.01	0.01	0.0764951	0.01
Plcd4	chr1:74409383-74588028	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plce1	chr19:38524196-38785100	0.0140693	0.0416143	0.0732313	0.0104719	0.0294531	0.01	0.0154573	0.01
Plcg1	chr2:160731309-160872990	47.8975	34.1165	46.7707	39.3706	62.173	54.3033	57.3848	59.5561
Plcg2	chr8:117498290-117635142	97.0742	72.5746	112.497	75.1179	95.3322	94.6721	100.608	102.314
Plch1	chr3:63696233-63850991	4.95586	0.01	0.686261	0.0966498	0.419326	1.234	0.39284	0.448241
Plch2	chr4:154983114-155010984	0.067394	0.0132975	0.0255215	0.01	0.0423741	0.01	0.01	0.01
Plcl1	chr1:55405945-55754285	0.17508	0.487563	0.224216	0.0766874	0.366734	0.416384	0.487139	0.484249
Plcl2	chr17:50509546-50688494	73.812	44.5352	55.927	43.0406	33.6794	33.5746	41.0925	39.8227
Plcxd1	chr5:110099968-110108197	0.0209492	0.020685	0.0198423	0.0624768	0.0879424	0.0217501	0.01	0.0235129
Plcxd2	chr16:45959260-46010413	1.37582	1.75478	2.03145	2.10327	1.67116	1.04577	1.05894	1.2832
Plcxd3	chr15:4375490-4575579	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plcz1	chr6:139989721-140041417	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pld1	chr3:27938679-28133362	0.177638	0.323566	0.287905	0.061767	0.202797	0.12902	0.0304372	0.10717
Pld2	chr11:70540271-70558110	4.53919	0.855829	2.49287	1.08788	1.07153	3.64745	1.86358	1.49623
Pld3	chr7:27532017-27553112	15.4356	22.5799	18.6276	21.6665	16.8265	14.2582	16.3904	17.0775
Pld4	chr12:112760654-112768986	32.5782	56.3246	87.9376	77.7027	61.0838	54.566	71.007	75.8467
Pld5	chr1:175962305-176275312	0.01	0.0210303	0.01	0.01	0.01	0.01	0.01	0.01
Pld6	chr11:59783892-59787657	0.248959	0.164241	0.629459	0.247879	0.262064	0.3456	0.184531	0.700281
Pldi	chr10:60928225-60938132	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plec	chr15:76170973-76231378	9.26938	12.7262	20.9285	8.03949	17.6073	17.5149	15.7118	16.1665
Plek	chr11:16971205-17008718	9.26343	12.0913	13.0235	5.62221	3.23768	3.75812	3.42322	4.56636
Plek2	chr12:78888696-78906938	1.73281	7.14985	2.00941	0.144062	0.101514	1.50499	0.16114	0.16315
Plekha1	chr7:130865909-130913302	3.85162	9.67308	7.7326	11.8934	8.28099	5.49842	6.54262	6.46108
Plekha2	chr8:25039143-25101811	83.7843	84.3776	79.3497	100.409	113.561	101.331	122.665	127.249
Plekha3	chr2:76675314-76697335	13.8892	15.8316	14.3698	18.5324	19.1478	13.6759	15.6619	16.8783
Plekha4	chr7:45526329-45554229	0.079596	0.0524268	0.0251395	0.0395947	0.0557383	0.01	0.0880952	0.11928
Plekha5	chr6:140424098-140594906	6.13981	6.64624	4.97163	5.88736	9.44929	9.68209	10.0618	10.043
Plekha6	chr1:133246096-133303435	0.0909591	0.225027	0.0899866	0.0283116	0.01	0.0565695	0.0209078	0.0106416
Plekha7	chr7:116123484-116308376	0.332246	0.293691	0.527942	0.393223	0.12446	0.471137	0.426915	0.387542
Plekha8	chr6:54595110-54645822	4.90744	4.54303	4.45513	5.68015	5.89617	7.34467	6.62288	5.76912
Plekhb1	chr7:100643895-100662394	0.01	0.01	0.01	0.01	0.01	0.01	0.0411987	0.01
Plekhb2	chr1:34849958-34879585	23.1032	19.5008	19.3313	20.5583	19.5919	23.3666	22.2866	21.5369
Plekhd1	chr12:80692600-80724216	0.01	0.116345	0.01	0.01	0.01	0.01	0.01	0.01
Plekhd1os	chr12:80686374-80692466	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plekhf1	chr7:38220653-38227994	1.10061	1.13726	0.95342	1.43215	1.56421	2.74294	2.50952	1.94624
Plekhf2	chr4:10988661-11007619	45.0596	27.8847	47.1	27.5766	39.3947	37.3522	36.1531	40.8244
Plekhg1	chr10:3740376-3967302	3.16663	12.3953	3.41382	15.8156	2.97245	3.71786	3.72509	3.71956
Plekhg2	chr7:28359603-28372662	16.9935	15.9405	21.3739	12.5512	21.348	23.9104	24.3902	23.018
Plekhg3	chr12:76533559-76579039	4.1131	3.44741	8.43949	2.54143	9.87514	5.86398	6.24249	6.88968
Plekhg4	chr8:105375380-105413502	0.0824054	0.0325314	0.109244	0.0245637	0.0518411	0.0684014	0.0908583	0.110871
Plekhg5	chr4:152086862-152115404	3.84645	4.36656	7.42637	3.01164	3.50903	1.58058	3.29862	4.58246
Plekhg6	chr6:125362650-125380504	0.01	0.01	0.01	0.01	0.01	0.0240596	0.01	0.01
Plekhh1	chr12:79029162-79103939	0.0314699	0.0931166	0.0992956	0.031245	0.0659213	0.0761246	0.0461596	0.046977
Plekhh2	chr17:84511894-84622142	0.01	0.01	0.01	0.01	0.0205045	0.0202962	0.01	0.01
Plekhh3	chr11:101162679-101171302	1.30331	0.367774	0.705516	0.277737	0.268751	0.217539	0.360173	0.182957
Plekhj1	chr10:80796098-80798626	34.7064	38.1806	37.1404	37.5274	37.5261	31.8932	36.9334	35.7304
Plekhm1	chr11:103365091-103412664	18.4646	18.4398	19.9318	21.3979	27.0969	26.281	27.2924	30.5313
Plekhm2	chr4:141625733-141664115	6.33342	7.56325	8.42145	5.57458	9.84782	7.67541	8.15653	9.28191
Plekhm3	chr1:64789120-64956824	3.60975	3.35083	4.77991	2.62293	4.27896	3.55418	3.94124	4.07381
Plekhn1	chr4:156221455-156228542	1.84904	1.76385	1.93712	1.25962	2.08074	1.99032	1.61927	1.35093
Plekho1	chr3:95988835-95995839	70.6431	33.0131	81.8584	94.3513	63.6799	53.6479	67.1814	73.0074
Plekho2	chr9:65552576-65580087	18.7074	20.6703	16.2403	17.1891	20.6746	20.9024	21.698	21.9995
Plekhs1	chr19:56461636-56486729	0.0298544	0.0295063	0.01	0.01	0.01	0.01	0.01	0.01
Plet1	chr9:50488798-50505639	0.0791299	0.0391443	0.0375186	0.01	0.0833136	0.0411858	0.01	0.01
Plet1os	chr9:50488798-50505639	0.01	0.01	0.01	0.01	0.01	0.01	0.0793391	0.01
Plg	chr17:12378608-12419384	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plgrkt	chr19:29348676-29361871	33.3775	37.5303	33.0107	39.2613	43.6412	43.7811	40.9708	42.6697
Plin1	chr7:79721163-79732776	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plin2	chr4:86656564-86670059	20.3473	22.306	20.5751	22.2175	17.8021	19.9724	19.8761	23.1536
Plin3	chr17:56278961-56290511	13.5779	30.2709	28.3279	10.4881	34.1589	30.5274	38.3672	41.8103
Plin4	chr17:56079630-56109802	0.01	0.01	0.01	0.01	0.0123399	0.01	0.01	0.01
Plin5	chr17:56111600-56117548	0.01	0.01	0.0355309	0.01	0.11834	0.0389949	0.01	0.01
Plk1	chr7:122159436-122169875	81.3802	60.5341	36.3473	59.9923	29.6088	49.2885	43.8019	40.5599
Plk2	chr13:110395043-110400843	0.552196	1.41329	4.28046	0.187253	3.74283	1.04299	2.47107	1.57923
Plk3	chr4:117126812-117133952	4.12385	2.73709	3.68005	5.61768	3.13221	2.97277	2.76891	1.96392
Plk4	chr3:40799950-40816883	31.4349	22.9594	17.0683	22.9693	12.3507	20.6527	19.3619	16.584
Plk5	chr10:79697304-80369637	0.01	0.01	0.01	0.01	0.0717189	0.01	0.01	0.01
Pllp	chr8:94674894-94696242	0.0771285	0.01	0.548511	0.634035	0.162383	0.160554	0.128633	0.17388
Pln	chr10:53278080-53379851	0.393845	0.7486	0.114849	0.01	1.75143	0.0629912	0.0335729	0.01
Plod1	chr4:147909752-147936776	2.0334	1.45836	1.56113	0.798034	0.561555	0.488927	0.756601	0.52859
Plod2	chr9:92538800-92608427	2.06246	7.50715	0.0358914	0.367355	2.88288	5.70451	3.02748	3.67068
Plod3	chr5:136982200-136996646	13.074	12.3439	16.3442	11.553	15.8357	15.6238	14.5113	13.4365
Plp1	chrX:136822745-136838582	0.618695	1.09959	1.15018	0.492056	1.36329	0.856425	0.501029	0.894923
Plp2	chrX:7657378-7671278	70.4619	51.6453	79.6023	39.8598	47.4103	57.6789	51.9798	46.2204
Plrg1	chr3:83055537-83072291	51.3033	43.0176	40.3236	51.8617	35.2226	47.4646	44.7886	45.0621
Pls1	chr9:95752641-95845279	0.112135	0.442782	0.371692	0.11145	0.11762	0.0775897	0.0412468	0.209653
Pls3	chrX:75785653-75875170	10.0871	10.9371	7.83668	11.2115	10.8905	15.2649	15.7901	12.3235
Plscr1	chr9:92250193-92272561	6.95229	5.24681	2.70615	0.250834	1.66021	4.92545	2.01268	2.72251
Plscr2	chr9:92275601-92297752	13.8343	2.24287	0.0363853	0.459263	2.66983	9.15919	1.95952	4.15828
Plscr3	chr11:69846371-69858730	50.4749	41.5761	54.8926	52.966	69.1694	57.0074	59.5384	63.0364
Plscr4	chr9:92457377-92492516	0.384398	0.63262	0.505703	0.0318484	0.0672323	0.221731	0.0235894	0.119859
Plscr5	chr9:92192935-92209698	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pltp	chr2:164830729-164857708	5.27067	3.93144	10.2659	3.15189	0.469642	0.168842	0.135337	0.274339
Plvap	chr8:71497752-71511769	2.90658	7.62997	1.80306	0.107229	0.339802	0.448011	0.159427	0.161689
Plxdc1	chr11:97923236-97986446	12.1148	13.7927	7.51328	17.7775	31.1529	29.5053	30.7125	29.677
Plxdc2	chr2:16356303-16755839	4.6373	4.70734	2.16712	7.85902	2.30622	2.95657	4.36374	3.13836
Plxna1	chr6:89316313-89362613	10.7936	8.37484	4.2194	13.5725	15.4143	14.721	13.7105	11.7598
Plxna2	chr1:194619828-194816868	0.0483591	1.56133	0.0800853	0.01	0.113871	0.839216	0.238996	0.385344
Plxna3	chrX:74329065-74344689	2.79568	1.49346	4.23574	2.13938	2.47024	1.94203	1.95364	1.43429
Plxna4	chr6:32144556-32588192	0.0528776	0.0364871	0.0650476	0.0314789	0.01	0.01	0.01	0.01
Plxna4os1	chr6:32144556-32588192	0.0381158	0.377048	0.144565	0.0569661	0.240724	0.47603	0.296604	0.17184
Plxnb1	chr9:109095435-109119915	11.0687	0.676359	3.25335	1.87997	0.791535	0.912799	1.58477	0.811074
Plxnb2	chr15:89155545-89180788	56.2777	8.09698	49.8821	10.707	17.7262	22.337	17.5037	13.4371
Plxnb3	chrX:73757102-73772510	0.0674394	0.0443473	0.106399	0.01	0.01	0.0116536	0.0123684	0.0251722
Plxnc1	chr10:94790865-94944578	1.85518	5.13982	7.43119	3.53152	6.75951	5.17429	6.53058	7.11803
Plxnd1	chr6:115954810-115995005	28.9947	4.36966	13.9208	7.71695	16.107	8.4269	6.09637	7.75618
Pm20d1	chr1:131797394-131818115	0.01	0.01	0.0185299	0.0583423	0.0205249	0.0203087	0.01	0.01
Pm20d2	chr4:33170405-33189737	0.146127	0.672705	0.253613	0.0362784	0.102063	0.113644	0.107236	0.0818328
Pmaip1	chr18:66458603-66465558	5.3991	8.22482	5.99778	4.68358	8.85613	6.77067	5.38702	4.42416
Pmch	chr10:88091071-88146941	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pmel	chr10:128706257-128744056	0.439092	0.233776	0.800446	0.100905	0.0710498	0.421574	0.674745	0.30423
Pmepa1	chr2:173224464-173276533	4.06176	0.1192	1.21523	0.967524	0.110795	0.140974	0.116477	0.101542
Pmf1	chr3:88394142-88410316	132.578	101.093	95.3907	114.719	101.076	108.915	110.092	125.637
Pmfbp1	chr8:109494026-109542642	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pmis2	chr7:30670721-30671605	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pml	chr9:58217179-58249786	36.9024	53.6777	37.9079	39.7135	33.1943	31.9336	31.8756	35.0549
Pmm1	chr15:81951105-81960930	11.1323	9.46009	12.3587	9.35618	3.59368	5.47194	5.47805	4.82159
Pmm2	chr16:8637706-8657524	25.0368	30.8462	26.9812	31.1114	27.2217	28.6477	26.8643	25.2566
Pmp2	chr3:10179850-10183885	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pmp22	chr11:62951192-63386069	0.172857	0.470498	0.373801	0.193881	0.0910536	0.0450019	0.01	0.01
Pmpca	chr2:26389347-26409219	48.0989	39.3629	36.0228	42.2321	41.8363	44.4751	43.8971	39.9393
Pmpcb	chr5:21737159-21757152	42.727	40.6438	37.7057	44.3378	39.6401	45.6384	48.2755	41.8364
Pms1	chr1:53189188-53296996	8.26147	6.06246	5.50894	7.98614	5.91081	7.18984	7.09106	7.43753
Pms2	chr5:143910000-143931756	12.8581	11.591	11.5878	11.4351	11.5727	10.8014	10.778	11.7503
Pmvk	chr3:89459117-89469009	18.0293	17.3625	15.9993	16.0105	9.99421	15.1292	11.9184	13.1183
Pnck	chrX:73655991-73660070	0.0504597	0.04998	0.01	0.15108	0.0532314	0.0526084	0.01	0.01
Pnisr	chr4:21846326-21876475	24.8491	28.9911	31.6939	23.1907	27.499	27.5419	22.9714	21.3057
Pnkd	chr1:74285033-74353692	23.6123	22.5949	21.6863	24.2368	19.1113	23.2756	24.69	22.3452
Pnkp	chr7:44857145-44862929	14.6956	18.6028	18.7369	16.5496	16.0948	16.8472	16.2021	18.439
Pnky	chr4:22490547-22493126	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnldc1	chr17:12888901-12910000	0.0874115	0.01	0.0829117	0.0653673	0.138153	0.136569	0.0973793	0.01
Pnlip	chr19:58670364-58681788	0.01	0.01	0.047927	0.01	0.0532826	0.01	0.01	0.0570977
Pnliprp1	chr19:58728886-58744169	0.01	0.01	0.0434908	0.01	0.01	0.01	0.01	0.01
Pnliprp2	chr19:58759722-58777534	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnma1	chr12:84146130-84148489	0.241696	1.16458	0.80172	0.0451078	0.0635115	0.251265	0.0669696	0.101959
Pnma2	chr14:66911207-66920061	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnma3	chrX:73064786-73068191	0.01	0.01	0.01	0.01	0.0213897	0.01	0.01	0.01
Pnma5	chrX:73033980-73037103	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnmal1	chr7:16959794-16962320	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnmal2	chr7:16944681-16948828	0.11595	0.0653922	0.0156853	0.0740643	0.0694718	0.01	0.0365281	0.0185722
Pnmt	chr11:98386631-98388097	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnn	chr12:59066918-59074017	55.907	48.6453	53.8789	66.7017	51.9238	51.6456	44.9521	39.1397
Pno1	chr11:17203199-17211589	53.5344	43.6092	37.9802	69.6844	40.7512	35.4045	33.8047	35.8994
Pnoc	chr14:65400672-65425472	0.01	0.01	0.0315777	0.01	0.01	0.01	0.01	0.01
Pnp	chr14:50944302-50953412	341.336	61.2018	220.204	153.922	135.987	119.117	131.356	95.498
Pnp2	chr14:50956140-50964749	5.26226	0.754644	3.19115	1.71115	1.94421	2.25154	2.56196	1.1504
Pnpla1	chr17:28858410-28890308	0.0305365	0.0150668	0.0144568	0.01	0.01	0.01	0.01	0.01
Pnpla2	chr7:141455187-141460743	15.2951	23.0659	24.2949	16.2403	24.1855	19.1892	21.9732	25.0236
Pnpla3	chr15:84167815-84189521	0.0294	0.0290103	0.0695913	0.01	0.015408	0.01	0.01	0.01
Pnpla5	chr15:84112620-84123175	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pnpla6	chr8:3515383-3544267	6.19673	9.81329	10.0553	6.46601	9.28673	8.56904	8.48849	7.91637
Pnpla7	chr2:24976032-25054072	4.60423	6.76349	10.821	5.37322	11.386	8.70221	9.129	9.28511
Pnpla8	chr12:44269153-44313435	19.3652	17.9591	15.9652	26.17	20.5456	20.1548	19.7155	21.8467
Pnpo	chr11:96937815-96944019	25.0596	49.5648	38.934	16.864	17.1037	18.981	13.7967	12.6339
Pnpt1	chr11:29130750-29161828	22.5487	26.9124	23.5628	26.8408	23.0534	23.1026	23.077	18.7488
Pnrc1	chr4:33245422-33248787	52.9459	67.2032	61.517	76.3614	67.1747	65.3586	73.7095	80.9498
Pnrc2	chr4:135870925-135873846	103.605	116.984	90.4223	103.229	118.615	108.185	117.976	124.687
Poc1a	chr9:106281060-106349891	20.6436	12.909	10.4456	13.3051	4.77758	10.9301	9.47626	9.11368
Poc1b	chr10:99107170-99197988	21.8535	17.0726	14.9786	18.5406	14.4874	17.8202	17.3495	16.5459
Poc5	chr13:96388293-96415587	10.0047	9.83539	8.3857	10.2816	10.0184	10.1988	11.033	12.3741
Podn	chr4:108014792-108032090	0.01	0.01	0.01	0.01	0.01	0.0460806	0.024501	0.01
Podnl1	chr8:84125988-84132517	0.312024	0.411393	0.295796	0.310753	0.18235	0.0721292	0.03849	0.0390427
Podxl	chr6:31519492-31563937	0.204045	0.364853	0.362195	0.018998	0.0935362	1.08445	0.0421235	0.0857127
Podxl2	chr6:88842557-88874044	0.0362007	0.0716059	0.0686424	0.01	0.190458	0.01	0.0402136	0.0407824
Pof1b	chrX:112638426-112698651	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pofut1	chr2:153241531-153270249	12.0976	11.0978	10.2832	9.362	12.5475	13.097	13.1433	12.7085
Pofut2	chr10:77259299-77269586	9.59177	12.1324	11.9997	14.18	13.855	13.7694	14.3647	13.3035
Pogk	chr1:166379166-166409828	0.833471	3.30836	0.466642	4.4049	5.11593	3.72396	3.60399	3.93408
Poglut1	chr16:38525057-38550256	13.4572	13.1279	11.2043	12.1677	15.0454	13.9862	14.6087	14.8182
Pogz	chr3:94837566-94883567	9.53509	10.3175	11.3539	10.7826	14.5509	14.3459	14.8171	14.1365
Pola1	chrX:93304765-93632155	36.9502	25.6059	22.2497	22.4383	18.2859	28.8013	25.3164	22.055
